Time [s],Value,Parity Error,Framing Error
26.5953850000,0x8B,,
26.5964350000,0x8B,,
26.5974850000,0xF3,,
26.5985350000,0x8B,,
26.5995850000,0x71,,
26.6006400000,0x83,,
26.6016900000,0x00,,Error
27.5900850000,0x58,,Error
27.5917600000,0x8B,,
27.5928150000,0xFD,,
27.5938650000,0x8B,,
27.5949150000,0xF9,,
27.5959650000,0x8B,,
27.5970150000,0x59,,
27.5980650000,0x57,,
27.5991150000,0x8B,,
27.6001700000,0x8B,,
27.6012200000,0xF3,,
27.6022700000,0x8B,,
27.6033200000,0x71,,
27.6043700000,0x83,,
27.6054200000,0x00,,Error
28.5985800000,0x58,,Error
28.6002500000,0x8B,,
28.6013050000,0xFD,,
28.6023550000,0x8B,,
28.6034050000,0xF9,,
28.6044550000,0x8B,,
28.6055050000,0x59,,
28.6065550000,0x57,,
28.6076050000,0x8B,,
28.6086600000,0x8B,,
28.6097100000,0xF3,,
28.6107600000,0x8B,,
28.6118100000,0x71,,
28.6128600000,0x83,,
28.6139100000,0x00,,Error
29.5994050000,0x58,,Error
29.6010800000,0x8B,,
29.6021300000,0xFD,,
29.6031800000,0x8B,,
29.6042350000,0xF9,,
29.6052850000,0x8B,,
29.6063350000,0x59,,
29.6073850000,0x57,,
29.6084350000,0x8B,,
29.6094850000,0x8B,,
29.6105350000,0xF3,,
29.6115900000,0x8B,,
29.6126400000,0x71,,
29.6136900000,0x83,,
29.6147400000,0x00,,Error
30.5298350000,0x58,,Error
30.5315100000,0x8B,,
30.5325600000,0xFD,,
30.5336100000,0x8B,,
30.5346600000,0xF9,,
30.5357100000,0x8B,,
30.5367600000,0x7D,,
30.5378100000,0x59,,
30.5388650000,0x8B,,
30.5399150000,0x8B,,
30.5409650000,0xD9,,
30.5420150000,0x8B,,
30.5430650000,0x71,,
30.5441150000,0x83,,
30.5451650000,0x00,,Error
30.6187000000,0x58,,Error
30.6203750000,0x8B,,
30.6214250000,0xFD,,
30.6224800000,0x8B,,
30.6235300000,0xF3,,
30.6245800000,0x8B,,
30.6256300000,0x5F,,
30.6266800000,0x5F,,
30.6277300000,0x8B,,
30.6287800000,0x9D,,
30.6298350000,0x8F,,
30.6308850000,0x9F,,
30.6319350000,0x8B,,
30.6329850000,0x85,,
30.6340350000,0x8B,,
30.6350850000,0x71,,
30.6361350000,0x83,,
30.6371900000,0x00,,Error
30.8786650000,0x58,,Error
30.8803400000,0x8B,,
30.8813900000,0xFD,,
30.8824400000,0x8B,,
30.8834900000,0xF9,,
30.8845400000,0x8B,,
30.8855950000,0x7D,,
30.8866450000,0x59,,
30.8876950000,0x8B,,
30.8887450000,0x8B,,
30.8897950000,0xD9,,
30.8908450000,0x8B,,
30.8918950000,0x71,,
30.8929500000,0x83,,
30.8940000000,0x00,,Error
30.9686600000,0x58,,Error
30.9703350000,0x8B,,
30.9713850000,0xFD,,
30.9724350000,0x8B,,
30.9734850000,0xF9,,
30.9745350000,0x8B,,
30.9755850000,0x7D,,
30.9766350000,0x59,,
30.9776900000,0x8B,,
30.9787400000,0x8B,,
30.9797900000,0xD9,,
30.9808400000,0x8B,,
30.9818900000,0x71,,
30.9829400000,0x83,,
30.9839900000,0x00,,Error
31.0486500000,0x58,,Error
31.0503250000,0x8B,,
31.0513800000,0xFD,,
31.0524300000,0x8B,,
31.0534800000,0xF3,,
31.0545300000,0x8B,,
31.0555800000,0x57,,
31.0566300000,0x5F,,
31.0576800000,0x8B,,
31.0587300000,0x9F,,
31.0597850000,0x9D,,
31.0608350000,0x9F,,
31.0618850000,0x8B,,
31.0629350000,0x9D,,
31.0639850000,0x8B,,
31.0650350000,0x71,,
31.0660850000,0x83,,
31.0671400000,0x00,,Error
31.3060400000,0x58,,Error
31.3077150000,0x8B,,
31.3087650000,0xFD,,
31.3098200000,0x8B,,
31.3108700000,0xF9,,
31.3119200000,0x8B,,
31.3129700000,0x7D,,
31.3140200000,0x59,,
31.3150700000,0x8B,,
31.3161200000,0x8B,,
31.3171750000,0xD9,,
31.3182250000,0x8B,,
31.3192750000,0x71,,
31.3203250000,0x83,,
31.3213750000,0x00,,Error
31.5760250000,0x58,,Error
31.5777000000,0x8B,,
31.5787500000,0xFD,,
31.5798000000,0x8B,,
31.5808550000,0xF9,,
